Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO,DIA,IVV,QQQ,SPY,SWPPX,VOO,VTSAX,VTWO
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,210.7085723876953,231.03456115722656,149.86460876464844,230.55746459960938,35.36558532714844,211.2490997314453,57.77198791503906,50.55224609375,233.36000061035156,251.72000122070312,154.8800048828125,250.17999267578125,38.36000061035156,229.99000549316406,62.150001525878906,54.084999084472656,234.0,252.6999969482422,155.75,251.2100067138672,38.36000061035156,230.85000610351562,62.150001525878906,54.2400016784668,229.13999938964844,247.4199981689453,150.8800048828125,245.9499969482422,38.36000061035156,226.02000427246094,62.150001525878906,52.83000183105469,229.27000427246094,247.5399932861328,150.99000549316406,245.97999572753906,38.36000061035156,226.17999267578125,62.150001525878906,53.04499816894531,5319500,5980000,58576700,126925200,0,4891300,0,471800
2019-01-03,204.71315002441406,225.26150512695312,144.96847534179688,225.0556640625,34.498966217041016,206.2064971923828,56.43342590332031,49.594200134277344,226.72000122070312,245.42999267578125,149.82000732421875,244.2100067138672,37.41999816894531,224.5,60.709999084472656,53.060001373291016,231.4199981689453,250.02999877929688,153.25999450683594,248.57000732421875,37.41999816894531,228.4199981689453,60.709999084472656,54.005001068115234,226.36000061035156,245.0800018310547,149.49000549316406,243.6699981689453,37.41999816894531,223.97000122070312,60.709999084472656,52.86000061035156,231.25,249.7899932861328,152.60000610351562,248.22999572753906,37.41999816894531,228.10000610351562,60.709999084472656,53.77000045776367,7350200,5831100,74820200,144140700,0,3329600,0,372800
2019-01-04,211.5393524169922,233.18228149414062,151.17088317871094,232.5941162109375,35.679054260253906,213.01266479492188,58.38549041748047,51.43085479736328,234.27999877929688,254.05999755859375,156.22999572753906,252.38999938964844,38.70000076293945,231.91000366210938,62.810001373291016,55.025001525878906,235.17999267578125,254.58999633789062,157.0,253.11000061035156,38.70000076293945,232.6199951171875,62.810001373291016,55.19499969482422,229.72999572753906,248.63999938964844,151.74000549316406,247.1699981689453,38.70000076293945,227.14999389648438,62.810001373291016,53.720001220703125,230.0,249.05999755859375,152.33999633789062,247.58999633789062,38.70000076293945,227.5399932861328,62.810001373291016,53.775001525878906,7343700,6430100,74709300,142628800,0,5100100,0,312800
2019-01-07,212.51446533203125,234.75181579589844,152.9706573486328,234.42803955078125,35.9279670715332,214.61087036132812,58.88745880126953,52.39824295043945,235.36000061035156,255.77000427246094,158.08999633789062,254.3800048828125,38.970001220703125,233.64999389648438,63.349998474121094,56.060001373291016,236.8800048828125,257.4599914550781,158.86000061035156,255.9499969482422,38.970001220703125,235.22999572753906,63.349998474121094,56.310001373291016,232.9499969482422,253.2100067138672,156.11000061035156,251.69000244140625,38.970001220703125,231.32000732421875,63.349998474121094,54.89500045776367,234.83999633789062,254.24000549316406,156.6199951171875,252.69000244140625,38.970001220703125,232.2899932861328,63.349998474121094,55.1349983215332,5101600,5961000,52059300,103139100,0,3706000,0,281000
2019-01-08,214.8260040283203,237.06468200683594,154.35433959960938,236.63055419921875,36.27830505371094,216.69589233398438,59.510257720947266,53.1973991394043,237.9199981689453,258.2900085449219,159.52000427246094,256.7699890136719,39.349998474121094,235.9199981689453,64.0199966430664,56.915000915527344,238.66000366210938,258.82000732421875,160.11000061035156,257.30999755859375,39.349998474121094,236.4600067138672,64.0199966430664,56.915000915527344,235.7899932861328,255.52000427246094,157.1999969482422,254.0,39.349998474121094,233.42999267578125,64.0199966430664,56.0,237.94000244140625,258.3800048828125,159.5399932861328,256.82000732421875,39.349998474121094,236.0500030517578,64.0199966430664,56.48500061035156,4845800,5348500,49388700,102512600,0,3546600,0,193200
2019-01-09,215.72889709472656,238.16603088378906,155.61227416992188,237.7364501953125,36.435035705566406,217.6970672607422,59.8170166015625,53.646034240722656,238.9199981689453,259.489990234375,160.82000732421875,257.9700012207031,39.52000045776367,237.00999450683594,64.3499984741211,57.39500045776367,239.8800048828125,260.4800109863281,161.52000427246094,258.9100036621094,39.52000045776367,237.94000244140625,64.3499984741211,57.540000915527344,237.77999877929688,257.7200012207031,159.47000122070312,256.19000244140625,39.52000045776367,235.4600067138672,64.3499984741211,56.900001525878906,238.92999267578125,259.0899963378906,160.13999938964844,257.55999755859375,39.52000045776367,236.7100067138672,64.3499984741211,57.1150016784668,4872000,4097000,46491700,95006600,0,4565000,0,241000
2019-01-10,216.70404052734375,239.10226440429688,156.05734252929688,238.57508850097656,36.60098648071289,218.60643005371094,60.105186462402344,53.870365142822266,240.0,260.510009765625,161.27999877929688,258.8800048828125,39.70000076293945,238.0,64.66000366210938,57.6349983215332,240.16000366210938,260.70001220703125,161.3699951171875,259.1600036621094,39.70000076293945,238.1699981689453,64.66000366210938,57.685001373291016,237.0399932861328,257.0799865722656,158.6999969482422,255.5,39.70000076293945,234.85000610351562,64.66000366210938,56.7599983215332,237.63999938964844,257.82000732421875,159.60000610351562,256.260009765625,39.70000076293945,235.64999389648438,64.66000366210938,56.98500061035156,3052200,4325600,38943400,96823900,0,2813500,0,193000
2019-01-11,216.59571838378906,238.9737548828125,155.4864959716797,238.66725158691406,36.60098648071289,218.50540161132812,60.105186462402344,53.945152282714844,239.8800048828125,260.3699951171875,160.69000244140625,258.9800109863281,39.70000076293945,237.88999938964844,64.66000366210938,57.71500015258789,239.94000244140625,260.5199890136719,160.86000061035156,259.010009765625,39.70000076293945,238.0,64.66000366210938,57.790000915527344,237.9600067138672,258.57000732421875,159.7899932861328,257.0299987792969,39.70000076293945,236.24000549316406,64.66000366210938,57.275001525878906,238.8699951171875,259.239990234375,160.3300018310547,257.67999267578125,39.70000076293945,236.85000610351562,64.66000366210938,57.459999084472656,2047200,5111600,30176600,73858100,0,2551000,0,99600
